text,sentiment,stress_level
I am so deeply anxious due to unbearable academic pressure,negative,high
My focus is suffering because I feel frustrated,negative,medium
I am tired about my project deadline,negative,medium
Today was fine nothing special to mention,neutral,low
I feel crushed because of constant failure and see no way out,negative,high
I woke up feeling fantastic and I aced my presentation,positive,low
I am confused about my project deadline,negative,medium
The day was average completed tasks without issues,neutral,low
I got good grades and it made me feel joyful,positive,low
I feel pressure from myself about my studies,negative,medium
I feel confident and wonderful about the lab work,positive,low
College is making me feel frustrated because of peer pressure,negative,medium
Not much going on I am just watched an educational video,neutral,medium
I am stressed about my attendance shortage,negative,high
I feel lost due to unbearable academic pressure I need help,negative,high
I attended the tutorial and it was okay,neutral,medium
Life feels thrilled when everything went well,positive,low
College was decent today nothing special to mention,neutral,medium
I am deeply anxious and feel like not being here anymore,negative,high
Feeling happy and motivated I got an internship offer,positive,low
I feel irritated and distracted because I cannot focus,negative,medium
I am so burned out because of constant failure,negative,high
Feeling proud after a walk on campus,positive,low
I feel tense due to exam pressure,negative,medium
The day was decent nothing special to mention,neutral,low
I feel disappointed thinking about my career after graduation,negative,medium
Today I got good grades which made my day,positive,low
Everything feels refreshed today I completed all my tasks,positive,low
I woke up feeling positive and I understand the subject well now,positive,low
My project work is suffering because I feel overwhelmed,negative,high
I feel confident and cheerful about my project,positive,low
College was fine today just another college day,neutral,low
The financial stress at home is unbearable I feel numb,negative,high
Life feels optimistic when I aced my presentation,positive,low
I feel completely isolated because I am always alone,negative,high
Today I revised my notes and called it a day,neutral,medium
I feel distracted due to lack of sleep,negative,medium
Everything is hopeless I feel like I am a burden to everyone,negative,high
I love my project it makes me feel cheerful,positive,low
